ra,dec,name,hd,vmag,bv,hex 
7.854167,-48.803611,Lam1Phe,2834,4.77,0.02,#d9e1ff
7.88625,-62.958056,Bet1Tuc,2884,4.37,-0.07,#c8d5ff
7.89,-62.965833,Bet2Tuc,2885,4.54,0.15,#e4e9ff
8.111667,43.494722,,2888,6.7,-0.01,#ccd8ff
8.330417,70.981667,,2904,6.42,-0.01,#ccd8ff
8.25,62.931667,15Kap Cas,2905,4.16,0.14,#e3e8ff
8.147917,20.294444,52 Psc,2910,5.38,1.08,#ffe2c0
8.099167,6.955556,51 Psc,2913,5.67,0,#ffffff
8.14375,27.580556,,2924,6.67,null,#ffffff
8.204583,28.280278,,2942,6.3,1,#ffe5c6
8.293333,54.895,,2952,5.93,1.04,#ffe3c3
8.1825,-63.031111,Bet3Tuc,3003,5.09,0.04,#d9e1ff
8.60375,66.750278,16 Cas,3038,6.48,-0.08,#c7d4ff
8.42125,-29.558333,,3059,5.55,1.27,#ffdcb2
8.347083,-71.266111,The Tuc,3112,6.13,0.23,#ecedff
8.615833,-52.373056,,3158,5.57,0.47,#fff8f8
8.730417,13.371111,,3166,6.4,null,#ffffff
8.812083,-3.592778,13 Cet,3196,5.2,0.56,#fff4ee
8.886667,-0.505556,14 Cet,3229,5.93,0.44,#fef9fb
9.034583,54.168611,,3240,5.08,-0.11,#c2d0ff
8.977917,13.206667,,3268,6.41,0.52,#fff6f2
9.11375,60.326111,,3283,5.79,0.29,#f2f1ff
8.92125,-48.000833,Lam2Phe,3302,5.51,0.44,#fef9fb
8.889167,-54.821944,,3303,6.06,1.01,#ffe4c5
9.083333,27.254722,,3322,6.5,-0.09,#c5d3ff
9.0125,-14.973611,,3325,6.45,1.06,#ffe2c2
9.02875,-22.8425,,3326,6.06,0.29,#f2f1ff
9.194167,44.488611,,3346,5.13,1.6,#ffd096
9.242917,53.896944,17Zet Cas,3360,3.66,-0.2,#b2c5ff
9.220417,33.719444,29Pi And,3369,4.36,-0.14,#bccdff
